post_shortcode,commenter_username,comment_text,comment_likes
DFXG2mXoGj6,<Profile prab034 (50214500522)>,In india hindu khatri main hai :crying_face:,0
DFXG2mXoGj6,<Profile 120kingofkings (60585830908)>,We saw this comming:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile iamnidhipandey (1493500700)>,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile not.fxnd (50474274714)>,Bhai msg dekh looo :smiling_face_with_tear:,0
DFXG2mXoGj6,<Profile _bhushan.kakde (50472573299)>,So much traffic,0
DFXG2mXoGj6,<Profile barca5_2 (3574593015)>,BKL,0
DFXG2mXoGj6,<Profile thomaschekhov (15611878579)>,"USA: ChatGPT 
China: DeepSeek
India: Sell Own Course",0
DFXG2mXoGj6,<Profile _bharat_ka_gaurav_ (5330906676)>,But the thing is can you trust China with your data,0
DFXG2mXoGj6,<Profile iemvinu (4348727979)>,:crying_face::crying_face::crying_face:,0
DFXG2mXoGj6,<Profile _kashifff.anwar (18279610853)>,"@ezsnippet bhai data secure rahega, as because it is chinese app",0
DFXG2mXoGj6,<Profile _ka_neki_ (4880408102)>,Email me code hi nahi araha iska,0
DFXG2mXoGj6,<Profile knowhrishi (1932697909)>,Search aur Deepthink dono eek saath ON kese?,0
DFXG2mXoGj6,<Profile glamvibesjourney (45413057938)>,Meh khud ladki hoke bhi gussa aa gyi ki itni hot lag rahi thi yeh Dhekne nhi diya:face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile shutterbugz_paradise (54188787728)>,"Aap bhi hatoge bhai aisehi, ladko ko isse use kese krte uspe video banane hai...",4
DFXG2mXoGj6,<Profile alihyder_lehrii (24888272441)>,Is it good for study tool?,0
DFXG2mXoGj6,<Profile singh_sureshs (2118928189)>,Tmkc,0
DFXG2mXoGj6,<Profile aashutosh174 (5621274135)>,2 saal ho gya...kitne dev ki job gyi AI se :face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile illiam_14 (13816024404)>,Ab data us se china me jaega humara:face_with_tears_of_joy::face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile nitishkr857565 (48266990001)>,bhai ye chines maal hai koi deta uta ka ghapla nahi na karega ye kich or,0
DFXG2mXoGj6,<Profile abdullah_rr01 (68310982848)>,Dekhne tu dete :crying_face:,0
DFXG2mXoGj6,<Profile 0fficialbatman (1589208425)>,Maine to video call hi krni hai :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile fx_insta3 (64042687073)>,Bhai Tu thoda bhen ka loda hai kya,0
DFXG2mXoGj6,<Profile rishi97__ (2222429376)>,@manishrez,1
DFXG2mXoGj6,<Profile sad_life__82 (16504864518)>,Bhai bta de  mene online course liya hai ab wo expired ho rha hai or Meri classes Puri nhi hui ab unko video ko mobile yaa drive Mai kese download Karu PDF download bhi nhi hoti app Mai hoti hai jo expired ho jayega please @ezsnippet,1
DFXG2mXoGj6,<Profile beer.souvenir (68216644935)>,"@ezsnippet saw a meme and then checked for myself. When I prompt ""list the states of India"", it starts listing but then stops and gives some error, but answers when asked to list the states of other countries. This is one thing chatgpt does better!",3
DFXG2mXoGj6,<Profile thesam.codes (47295115731)>,":United_States: ChatGPT
:China: DeepSeek
:India: Pados wali aunty",0
DFXG2mXoGj6,<Profile vineet.heif (6638791073)>,Data security? uske bare mein bato kuch,0
DFXG2mXoGj6,<Profile himanshu_rairaiji (48772378079)>,But bhai bahut jyada Dhire hai aisa Chat gpt  se,0
DFXG2mXoGj6,<Profile devansh._.shah43 (7363594486)>,I installed deep seek on my local machine using OLLAMA & I must say it’s a major breakthrough I am just concerned about Chinese :China: stealing data & giving biased answers rather than that working fine :fire::raising_hands_light_skin_tone:,1
DFXG2mXoGj6,<Profile steve_rogers_2049 (4561076138)>,,7
DFXG2mXoGj6,<Profile v4n5h.t (70776204823)>,Bro day by day :chart_increasing:,0
DFXG2mXoGj6,<Profile dahrii_sahab01 (55048953779)>,Images desakte hai bro,0
DFXG2mXoGj6,<Profile frame_a_feeling (624793102)>,Hacked,0
DFXG2mXoGj6,<Profile shalam__munawar (35524049062)>,Lora jaga lay rha ma abhu use kar raha tha ghanta laga raha response krny main,0
DFXG2mXoGj6,<Profile rishab_raj.js (10223351365)>,Bhai aj hi ek interview de kar aya deepseak se :face_with_tears_of_joy:,0
DFXG2mXoGj6,<Profile nitishnegi2 (13770400132)>,Bhai mat kiya kar yaar aisa,0
DFXG2mXoGj6,<Profile _rahuljain_____ (1659892269)>,Bhai :loudly_crying_face::loudly_crying_face:,0
DFXG2mXoGj6,<Profile s.abdulmalik.basha (45978184421)>,You can also use Xnox an ai bot created by my colleague,0
DFXG2mXoGj6,<Profile thakur_sahab_rn (57685461902)>,Share the link plz,0
DFXG2mXoGj6,<Profile immortal.4765 (52004427349)>,The thing is that it is Chinese,0
DFXG2mXoGj6,<Profile amy__nayal_ (2256610376)>,"One is free, and the other isn’t—that’s the only reason it’s on top. People love free things.” Simple.  And I believe in OpenAI as compare to seekAI",1
DFXG2mXoGj6,<Profile arpitbasics (71724295645)>,Follow me for arpit Bala clips,0
DFXG2mXoGj6,<Profile gyan_lucky_gfo (4095422064)>,Meanwhile India competing with Pakistan & getting brainwashed by Astrotalk:high_voltage:,1
DFXG2mXoGj6,<Profile akash_himself (52005413632)>,Can't believe ChatGPT lost his job to an AI,2
DFXG2mXoGj6,<Profile _rawat_ (16973930792)>,"USA-chatGPT
China-deepSeek 
India-astrotalk",0
DFXG2mXoGj6,<Profile knownyiks (38186769405)>,DeepSeek Up China’s reputation :moai:,1
DFXG2mXoGj6,<Profile z.ephyx_ (48300228917)>,"If you got something for free, that means you're the product..:skull_and_crossbones::smiling_face_with_horns:",0
DFXG2mXoGj6,<Profile aggarwaltanmay1 (49659827539)>,Beginning of the video :moai::moai:,0
DFXG2mXoGj6,<Profile geeksa67 (4305993430)>,Political opinion poocho iss model se sach pata chalega,0
DFXG2mXoGj6,<Profile z.ephyx_ (48300228917)>,Dhruv Rathee ka ChatGPT wala course kya hoga abb..:thinking_face::thinking_face::face_with_open_eyes_and_hand_over_mouth:,0
DFXG2mXoGj6,<Profile frankensteinz__ (45265117052)>,"Now the DeepSeek Reasoner model is not working properly because of heavy traffic. Since it became free, everyone is flocking to the site",0
DFXG2mXoGj6,<Profile fang.ae09 (65174119030)>,Par use karna kha se shiku,0
DFXG2mXoGj6,<Profile shlokparikh_ (65636518821)>,"- Bhai table me output nai deta..
- Audio nai hai
- pictures nai samajta
- Internet se learn nai kar sakta while thinking or responding.",0
